Item_ID,Item,Construct,Bloom_Level,Bloom_Action_Verbs,DoK_Level,Lexical_Diversity,Avg_Sentence_Length,Readability,DBSCAN_Cluster,NMF_Topic,Spectral_Cluster,Cluster,Topic
HiBloom_24,"A certain manufacturing factory makes two types of hoes A and B. The following conditions applied to daily production for the month of June, 2025.
-	Each type of A costs sh.3,000 and each type of B costs sh.5,000 and the manufacturer has a maximum of sh.450,000 available.
-	Due to labour shortage, the production of type A plus Four times that of B should not exceed 160.
-	A study of the market recommended that the number of type B produced should not exceed twice the number of type A produced.
-	The manufacture gets a profit of sh.1000 from the sale of type A and sh.2000 from that of type B.
Task:
(a)	Given that x and y represent hoes of type A and type B respectively, write down five inequalities satisfying the above conditions.
(b)	Show graphically the region containing the points satisfying the above conditions.
(c)	 Find the number of each type of hoe that should be made to obtain the greatest profit hence determine the total profits the manufacturer gets in that month. ",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.478021978021978,13.0,68.78064986737402,1,1,0,0,1
HiBloom_25,"A parent intends to make shopping of scholastic materials for his children who are going back to school for a new term by the names of Jane, Mary and Darin. They budgeted as below basing on the list of requirements that they were given by their class teachers. 
-	Jane: 6 exercise, 3 pencils, 2 Graph books, 3 pens  
-	Mary: 3 pencils, 1 Graph book, 6 exercise books, 3 pens 
-	Darin: 2 Graph books, 4 exercise books, 3 pencils and 5 pens 
At that time the prices were 1 Graph book costs sh. 2000, 1 pencil sh.100, 1 exercise book sh.1,500 and 1 pen sh. 500. 
On reaching school they found out that the canteen manager had increased prices of the items by 10% and also they found out that the school administration had decided that on each item listed they should increase the number for each by 2 since school administration had decided that the students extend by two weeks when the term ends in order to compensate for the time students had lost the previous term. 
Before leaving their home, they were given by their father sh. 200, 800/= so that they can finish the clearing process at school and then after wards they share equally the remaining money to be used as their pocket money. 
 Task:
(a)	 Assuming they were to buy the items before going to school, using the matrices help the father to determine how much he would give to each child. 
(b)	By use of matrices determine how much each child paid to the canteen attendant in order to acquire the items. 
(c)	Help the children determine how much each shared as pocket money after buying the items from the school canteen.",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4655172413793103,22.30769230769231,63.76585511033683,2,2,2,1,2
HiBloom_26,"Item 4.
A school is wishing to offer bursaries to sports men and women as long as more than 50% play at least one of the games in Football (F), Net ball (N), and Basketball (B) while more than 40% must know how to play at least two of the three games. It was discovered that out of 85 students who had applied, 36 students played football, 33 played Netball while 30 played Basketball. The number of those who played Netball and Basketball only is 4, Football and Basketball is 16 while Football and Netball is 9. Those who played none of the three games are three times those who played all the three.
Task 
(a)	Basing on the calculation from the information given, advise whether the school should offer sports bursaries.
(b)	Calculate the probability that a student picked at random played only one sport game. ",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5510204081632653,21.0,69.74301020408164,0,2,1,0,0
HiBloom_27,"Onzima and Kapere are employees of Crown Beverages company limited. They earn monthly gross income of 115 Euros and 215 Euros respectively. Crown Beverages company limited compute and deduct income tax from their employees using the tax bands as indicted in the table below.  
Income (UGX.)	Tax rate (%)
000000-240,000	0
240,001-340,000	5
340,001-490,000	10
490,001-565,000	25
Above 565,000	30
 Note: The exchange rates are 1Euro = UGX. 4,000.
Task:
Determine, for each employee the 
a)	Taxable income
b)	Income tax
c)	Net income.",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.6526315789473685,13.57142857142857,58.13046341463416,1,0,0,0,2
HiBloom_28,"Item 6.
A bucket of homogeneous paint is in shape of a frustum with an open end of diameter 28cm, bottom diameter of 18 cm and 22 cm deep. The bucket of paint is used to paint a cylindrical pillar of a storeyed building. The pillar measures a diameter of 100m and is 140m high. 
Two hundred thirty-five litres of the paint is made by mixing three paints A, B and C. The ratio by amount of paint A to B is 4:5 and that of B to C is 6:8. Paint A costs sh. 7200 per litre, paint B costs sh. 18,000 per litre and paint C, sh. 6375 per litre.
(𝑻𝒂𝒌𝒆 𝝅 =\frac{\mathbf{22}}{\mathbf{7}}, 𝟏 𝒍𝒊𝒕𝒓𝒆 𝒐𝒇 𝒑𝒂𝒊𝒏𝒕 𝒄𝒂𝒏 𝒑𝒂𝒊𝒏𝒕 𝟒𝟒𝟎 𝒔𝒒𝒖𝒂𝒓𝒆 𝒎𝒆𝒕𝒆𝒓𝒔)
Task:
Determine;
	  i) the number of litres of paint needed to paint the cylindrical pillar.   
       ii) the capacity of the bucket in litres.    
      iii) the number of buckets of paint required to paint the pillar. 
	 i) the amount of each paint in the mixture.      
 ii) how much is 1 litre of mixture. ",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4728260869565217,12.26666666666667,80.63409090909094,2,1,2,1,2
HiBloom_29,"Simon is the District Inspector of schools in one of the districts in Eastern region found that his causal workers use one third of his farm for bananas, one quarter for coffee and two fifth of the remainder for mixed farming.  He still has some six acres of unused land.  A certain school has a student population of 1200 students.  On a particular day ,Simon invited the entire of \sfrac{\mathbf{1}}{\mathbf{5}} of the boys and \sfrac{\mathbf{1}}{\mathbf{4}} of the girls to go to GLORISO resource  Centre for a sport’s meeting and 936 students were left behind. Simon has a house valued at 45 million shillings.  Its value increased by 25% after the first year but in the second year, the value of the house depreciated by 10%.  
Task:    
(a) Find the size of his farm and clearly illustrate it on a diagram.   
(b) Find how many more boys than girls attended the meeting.  
(c) Find the value of her house at the end of the second (2nd) year.  ",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5942857142857143,19.44444444444444,67.8391900937082,0,2,1,0,2
HiBloom_30,"A certain school is to transport its S. 4 students for fieldwork in Kasenyi.  All the 400 students are to be transported using either coasters or buses.  Each coaster can carry 40 people while each bus can carry 80 people.  The transport department of the school has only 8 drivers on duty and up to four coasters.  If the cost of hiring a coaster is shs. 150,000 and that of hiring a bus is shs. 300,000. While in Kasenyi their geography teacher visited a certain shop from which he found that three shirts and two trousers cost shs. 105,000 at that shop.  Two shirts and five trousers cost shs. 180,000 at the same shop.
Task: 
(a)	(i) Write down the five inequalities representing the above information. 
    (ii) Represent the inequalities on a graph paper. 
    (iii) Find the possible number of coasters and buses that can be used and hence 
 determine the minimum cost. 
(b)  Find the cost of; 
(i) each shirt and each trouser. 
(ii) three items of each type at the shop.",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5423728813559322,10.41176470588235,79.96320267341044,1,0,0,0,0
HiBloom_31,"There are very few teachers who have three teaching subjects. A survey was done in a certain school and it was found that the school has a teaching staff of 22 teachers. The number of teachers who teach Mathematics, Physics and Chemistry is 8 in each department. Three teach both Mathematics and Physics and one teaches Mathematics and Chemistry. No teacher teaches all the three 
subjects. The number of teachers who teach Physics and Chemistry is equal to that of those who teach Physics and mathematics only.
In the school staffroom there are two similar cylindrical cans that have different heights. One 50 cm and the other 75cm. If the surface area of the larger can is 12,667cm2 and has a radius 21cm.  
Task:  
(a) Find the number of teachers who teach none of the three subjects.
(b) Find the probability that a teacher picked at random teaches only one subject. 
(c) Find the surface area of the smaller can.",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4720496894409938,13.41666666666667,70.63166666666669,2,2,2,1,0
HiBloom_32,"Three schools want to participate in the National Schools Football Sports Gala to be held in Lyantonde district playground. Unfortunately, none of the schools has a school bus and they want to hire a bus for the one day for the activity. The bus charges shs. 15000 per km moved. The three schools through their Sports teachers agreed to share the cost of the bus equally amongst themselves. One day they hired a bus from a certain school and they set off at 5:45am from Kampala and the bus increased the speed gradually to 𝟗𝟎𝒌𝒎/𝒉𝒓 reaching Mpigi at 𝟔:𝟒𝟓𝒂𝒎. From there the bus driver maintained this same speed for 1\frac{\mathbf{1}}{\mathbf{4}} hours reaching Masaka. From Masaka the he reduced slowly in speed reaching Lyantonde at 𝟗:𝟑𝟎𝒂𝒎. The games started at 10:00am sharp and each team played six games. School A won 𝟑 games, drew 𝟐 and lost 𝟏 game. School B won 𝟒 games and lost 𝟐 games. School C won 2 games and drew 𝟒 games. The organizers award three points for a win, one point for a draw and no point for a loss. They declared these schools the first three schools in order of their points they obtained from the games. They were to receive the price of money of sixteen millions five hundred thousand shillings.  
Task: 
(a)  Find how much each school paid for the bus. 
(b)  Decide the cash prize for each school",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5263157894736842,14.52941176470588,84.88217423678333,0,2,1,0,1
HiBloom_33,"A bucket is in shape of a frustum with an open end of diameter 30cm and a bottom diameter of 20cm. the bucket which is 42cm deep is used to fill an empty cylindrical tank of diameter 1.8m and Height 1.2m
 
Three hundred and sixty litres of a homogeneous paint is made by mixing three paints A, B and C. The ratio by amount of point A to point B is 3:2 and that of B to C is 1:2. Paint A costs shs 1800 per litre paint B costs shs 2400 per litre and paint C shs 1,275 per litre. 
Task: 
 (a) (i) Determine the capacity of the bucket in litres correct to 3dp.  
      (ii) The capacity of the tank in litres correct to 2 dp.
      (iii) The number of bucket that must be drawn to fill the tank.   
(b) (i) The amount of each paint in the mixture      
     (ii) The amount of money needed to make 360 litre of the mixture
     (iii) The percentage profit made by selling the mixture at shs 2,210 per litre.",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4316939890710382,18.3,79.41526271186443,1,1,0,0,2
HiBloom_34,"Item 6.
Akiso bought a car in January 2017 from his friend at shs. 12,500,000. If the car depreciates at a rate of 10% per annum. He left Germany for Uganda through Switzerland. While in Switzerland he bought a watch worth 54 Deutsche Marks (Germany currency).  Akiso is a secondary school teacher and as a requirement by the government pays PAYE every month according to the tax structure below.
Income (shs) per month	Tax rate(%
01-50,000	5
50,001 - 100,000	9
100,001 - 180,000	15
180,001 - 300,000	18
300,001 - 400,000	23
400,001 - 500,000	30
Above 500,000	35
He earns Shs. 760,000 and his allowances include 
Marriage allowance   - shs. 50,000 per month 
Water and electricity   -  shs. 60,000 per month 
Housing allowance         - shs 150,000 per month
Medical allowance        - shs. 300,000 per annum 
Transport allowance      - shs. 3,000 per day
 Paying for insurance and relief     - shs. 180,000 per annum 
Family allowance for only three children. 
For children in the age bracket 0 to 10 years, shs 212,000 per child, Between 10-15 years shs. 9000 per child 15 years and above shs 5000. Given that he has five children, two of whom are aged between 0 and 10, the other two aged between 10 and 15 while the other 18 years.                      Support material 
Take a month has 30 days
1 Swiss Franc = 1.28 Deutsche Marks 
1 Swiss Franc = 1,350 Ugandan Shillings                                                                                               
Task: 
(a)	Calculate the value of Akiso’s car by January 2020.
(b)	Find the value of the watch in;
        (i)      Swiss Francs                                        (ii)     Ugandan Shillings. 
(c)	Determine his; 
(i)	taxable income                                     (ii)     Net-income 
(d)	Determine the percentage of his gross income that goes to tax.",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4781144781144781,14.14285714285714,72.95544316180788,2,0,2,1,2
HiBloom_35,"An Investor saved UGX 5,600,000 at the end of the year 2024 in safe case which uses the Decimal code 13(Base ten) usually converted to the Binary base for its safe unlocking. She wants to invest UGX 2,000,000 in a savings scheme and the balance to divide it between two projects in the ratio of 4:5. For the savings scheme there are two available options. Scheme A and Scheme B. Scheme A offers 10% simple interest per annum. Scheme B offers 8% compound interest per annum, compounded annually. She is puzzled on which scheme she should invest in.   
Task: 
(a)	Help the investor to unlock the safe case.
(b)	Advise her basing on calculation which scheme she should invest in if she is to invest for a period of 3 years.  
(c)	Determine the amount allocated to each of the two projects.",Patterns and Algebra,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5472972972972973,14.8,71.47974647887324,0,0,1,0,2
HiBloom_36,"Road Masters taxi charges its passengers a flat fee of UGX 5,000 plus UGX 1,500 per km travelled. A competing Boda-boda service charges UGX 1,000 plus UGX 2,000 per km. Yamal intends to travel a 10 km journey but he is not sure of which means to use.
Task: 
(a) Formulate two equations representing the total cost for the taxi and Boda-boda charge. 
(b) Find the distance for which the cost of using the taxi is equal to the cost of using the Boda-boda.  
(c) Illustrate on graph the cost of using a taxi or a Boda-boda with distance on the same axes. 
(d)Advice Yamal on which means to use and why? ",Geometry and Measures,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5289256198347108,17.28571428571428,72.75928571428572,1,1,0,0,2
